;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
26/2/2023 22:00;35.9;24;1.4;0;17;11.7;1.3;2;14.1;16.1;0;13.2;0;69
26/2/2023 23:00;37.4;30;0.9;0;35;6.5;1.4;4;14.7;18.8;0;13.2;0;65
27/2/2023 00:00;36.7;29;0.4;0;233;10.6;1.2;1.8;8.5;10.3;0;11.7;0;70
27/2/2023 01:00;35.5;22;1.2;0;282;1;1.6;27.1;20.1;47.1;0;11.7;0;66
27/2/2023 02:00;43.4;36;0.5;0;251;0.9;1.3;14.5;16.4;30.9;0;10.5;0;70
27/2/2023 03:00;47.1;25;0.7;0;247;0.9;1.2;8.6;14.7;23.2;0;10.8;0;70
27/2/2023 04:00;35.7;29;0.8;0;259;0.8;1.2;12.6;15.5;28.1;0;10.3;0;72
27/2/2023 05:00;52.8;33;0.7;0;338;0.9;1.4;39.5;14.3;53.8;0;10.3;0;76
27/2/2023 06:00;53.2;39;0.5;0;266;2.1;2.3;121.3;34;156.1;0;10.5;0;74
27/2/2023 07:00;104.6;84;1.3;0;17;1.1;2.6;56.4;17.9;74.3;0;10.9;0;74
27/2/2023 08:00;95;52;1.1;0;9;3.2;2.7;50.4;17.7;68.1;0;13.5;0;66
27/2/2023 09:00;89;45;1.9;0;54;15.3;1.6;14.1;11.7;25.7;0;16.3;0;55
27/2/2023 10:00;78.2;32;0.7;0;4;0;0;0;0;0;0;18.8;0;48
27/2/2023 11:00;69.8;31;0.7;0;223;0;0;0;0;0;0;21.6;0;38
27/2/2023 12:00;51.2;29;1.2;0;204;0;0;0;0;0;0;22;0;35
27/2/2023 13:00;40.2;12;1.5;0;245;0;0;4.5;12.9;17.3;0;21;0;39
27/2/2023 14:00;40.7;26;4.7;0;260;39.7;1.3;7.5;19.5;27.1;0;19.7;0;49
27/2/2023 15:00;50.6;31;3.8;4.9;259;36.5;1.1;5.9;9.7;15.6;0;19.2;0;53
27/2/2023 16:00;58.3;27;0.6;4.8;199;18.9;1.3;8.5;21.7;30.2;0;13.8;0;79
27/2/2023 17:00;53;27;1.8;0;286;17;1.4;11.8;22.8;34.6;0;15.1;0;72
27/2/2023 18:00;55;27;1.9;0;34;12;1.7;13;24.6;37.5;0;14.9;0;71
27/2/2023 19:00;46.2;29;2.1;0;25;4.8;1.9;21.7;28.4;50.1;0;14.3;0;68
27/2/2023 20:00;45.9;25;1;0;106;4.6;1.8;36.3;31.2;67.6;0;13.5;0;69
27/2/2023 21:00;36.7;32;0.6;0;60;1.3;2.1;44.4;30.2;74.6;0;12.6;0;74
27/2/2023 22:00;36.6;29;0.8;0;89;3.9;1.4;11.2;20.2;31.4;0;12.6;0;69
27/2/2023 23:00;34.2;22;2.3;0;89;15;1;3.5;9;12.6;0;13.3;0;66
28/2/2023 00:00;33.8;16;0.8;0.1;154;9.1;1;2.5;10;12.4;0;12.7;0;67
28/2/2023 01:00;29.3;16;1.8;0;100;10.2;1;3.7;10.2;13.9;0;12.1;0;68
28/2/2023 02:00;27.8;13;1.9;0;78;16.7;0.9;1;4.5;5.6;0;11.9;0;70
28/2/2023 03:00;23.9;14;2.1;0;51;17.6;0.9;0.8;3.7;4.6;0;11.5;0;73
28/2/2023 04:00;26.6;22;0.5;0;356;17;0.9;0.9;4.3;5.2;0;11.4;0;73
28/2/2023 05:00;19.3;17;0.4;0;31;1.8;1.1;19;21.7;40.7;0;10.9;0;76
28/2/2023 06:00;25.9;25;1.8;0;286;1.3;2;101.1;30.1;131.2;0;10.8;0;77
28/2/2023 07:00;47;47;0.4;0;35;1.2;2.4;79.9;27.3;107.2;0;11.1;0;76
28/2/2023 08:00;56.4;43;2.7;0;78;10;1.8;29;20.4;49.3;0;14.5;0;61
28/2/2023 09:00;51.5;23;1.7;0;110;16.7;1.3;14.8;13;27.8;0;15;0;58
28/2/2023 10:00;50.8;21;2.1;0;115;24.5;1;7.6;5.1;12.6;0;18.8;0;46
28/2/2023 11:00;37.3;13;3.3;0;111;28.8;0.9;4.5;2.4;7;0;18.1;0;49
28/2/2023 12:00;27.4;15;4.4;0;96;29.6;1;5.4;2.7;8.2;0;17.9;0;50
28/2/2023 13:00;19.5;19;4.8;0;91;27.8;1;7.3;3;10.3;0;18.4;0;49
28/2/2023 14:00;22.1;10;4;0;91;26.7;1;6;3.3;9.3;0;18.2;0;48
28/2/2023 15:00;25.5;15;2.8;0;98;27.2;1;4.3;1.6;5.9;0;20.1;0;42
28/2/2023 16:00;19.2;11;2.8;0;100;24.8;1;5.6;1.4;7;0;21;0;37
28/2/2023 17:00;14.8;12;2.4;0;98;21.2;1;9.3;6.8;16.2;0;19.6;0;41
28/2/2023 18:00;15;15;1.8;0;136;15.6;1.1;9.1;9.3;18.4;0;17.6;0;45
28/2/2023 19:00;11;11;1.9;0;269;7.2;1.8;17.8;25.5;43.3;0;15.8;0;59
28/2/2023 20:00;34.7;25;1.4;0;332;3.3;1.7;17.6;26;43.6;0;14.7;0;61
28/2/2023 21:00;29.6;25;1.1;0;114;12.6;1.2;4.9;14;18.9;0;14.7;0;60
28/2/2023 22:00;30;15;1.5;0;141;20.4;1;1;4.4;5.4;0;14.2;0;61
28/2/2023 23:00;22.2;15;0.9;0;140;16.7;1;1.5;7;8.5;0;13.7;0;62
1/3/2023 00:00;25.8;17;1.3;0;142;20.7;0.9;0.9;2.9;3.8;0;13.6;0;64
1/3/2023 01:00;19.5;19;2.1;0;83;21.2;0.9;1.3;2.3;3.6;0;13.2;0;66
1/3/2023 02:00;22;14;2.6;0;85;23.9;0.9;1.1;1.2;2.3;0;12.9;0;67
1/3/2023 03:00;17.6;16;1.2;0;71;20.1;0.9;3.1;3.8;6.8;0;12.5;0;69
1/3/2023 04:00;17.6;16;0.5;0;315;7.8;1;2.5;14.8;17.3;0;12.1;0;70
1/3/2023 05:00;28.6;21;1.7;0;54;10.7;0.9;1.8;11;12.8;0;11.8;0;73
1/3/2023 06:00;24.8;19;0.8;0;91;3;1.3;42.2;30.1;71.9;0;11.9;0;71
1/3/2023 07:00;30;30;1.6;0;44;1.5;1.9;50.3;26.3;76.9;0;12.3;0;70
1/3/2023 08:00;42;32;2.2;0;69;8.8;1.8;31.9;19.8;51.7;0;13.4;0;68
1/3/2023 09:00;39.2;27;2.3;0;74;17.9;1.4;13.7;14.3;28;0;15.3;0;61
1/3/2023 10:00;35.2;22;1.6;0;166;18.1;1.5;14.1;20.7;34.7;0;16.6;0;54
1/3/2023 11:00;39.6;23;1.7;0;136;31.6;1;4.8;5.3;10.1;0;18.8;0;48
1/3/2023 12:00;28.2;12;1.9;0;129;32.5;1;3.8;2.5;6.3;0;19.1;0;45
1/3/2023 13:00;21.2;14;2.6;0;117;28.3;1;3.1;2.1;5.2;0;17.8;0;50
1/3/2023 14:00;22.6;10;2.8;0;100;24.6;1.1;5.3;5.7;11.1;0;17;0;52
1/3/2023 15:00;28.7;12;2.3;0;87;25.4;1;7.5;5.3;12.8;0;18.4;0;49
1/3/2023 16:00;20.5;9;2.3;0;119;25.5;1;4.4;3.4;7.8;0;18;0;50
1/3/2023 17:00;15.2;11;2.1;0;101;22.6;1.1;6.5;6.6;13.3;0;19;0;47
1/3/2023 18:00;19.4;14;3.5;0;81;16.7;1.5;18.7;11.9;30.6;0;17.1;0;52
1/3/2023 19:00;13.8;13;3.3;0;78;12.5;1.6;15.8;16.2;32;0;15.6;0;57
1/3/2023 20:00;17;17;2;0;67;12.6;1.3;7.4;14.7;22;0;15;0;62
1/3/2023 21:00;17.7;16;1.7;0;20;10.5;1.4;7.6;16.2;23.8;0;14.6;0;65
1/3/2023 22:00;22.3;19;2;0;268;1.3;1.9;24.1;33.2;57.2;0;14.1;0;69
1/3/2023 23:00;31.7;31;1.2;0;342;3.4;1.5;9.7;27.9;37.6;0;13.8;0;70
2/3/2023 00:00;37.7;22;0.7;0;306;3.6;1.3;5.8;27;32.8;0;13.6;0;71
2/3/2023 01:00;42.9;24;0.7;0.1;326;8.6;1.2;4.5;19.8;24.4;0;13.1;0;75
2/3/2023 02:00;35.7;20;0.8;0.2;339;6.2;1.1;2.3;18.7;21;0;12.4;0;79
2/3/2023 03:00;28.4;19;0.6;0;305;6.9;1;2.5;13.2;15.7;0;12.4;0;81
2/3/2023 04:00;22.3;12;1.8;0;26;15;0.9;1.9;7.2;9.1;0;12.7;0;77
2/3/2023 05:00;17;9;2.2;0;35;9.7;1;3.2;11.3;14.5;0;12.6;0;76
2/3/2023 06:00;25.7;13;2;0;81;4.6;1.2;15.5;21.7;37.2;0;12.9;0;73
2/3/2023 07:00;22;15;1.5;0.1;90;8.6;1.4;13.9;20.9;34.8;0;13.4;0;66
2/3/2023 08:00;22.3;16;2.5;0;67;13.9;1.6;19.6;16.2;35.8;0;14.7;0;61
2/3/2023 09:00;21.6;19;4.3;0;74;19.7;1.3;14.4;10.6;25;0;15.2;0;60
2/3/2023 10:00;18.1;12;4.4;0;80;21.1;1.2;11;8.5;19.5;0;15.2;0;60
2/3/2023 11:00;23.3;17;2.7;0;92;24.5;1.1;7.8;7.3;15.1;0;16.7;0;55
2/3/2023 12:00;17.6;16;2.5;0;135;24.8;1;5.6;5.1;10.7;0;17.2;0;55
2/3/2023 13:00;13.7;12;1.5;0;143;30;0.9;2.9;0.9;3.8;0;19.5;0;48
2/3/2023 14:00;23.6;8;2.7;0;101;28.7;1;4.6;1.4;5.9;0;19.3;0;48
2/3/2023 15:00;20;8;4.9;0;91;26.1;1.1;6.8;4.5;11.4;0;17.3;0;52
2/3/2023 16:00;18.8;10;3;0;96;23.3;1.1;9.1;7.4;16.5;0;17.5;0;54
2/3/2023 17:00;13.9;9;4;0;86;20.8;1.2;12;9.5;21.5;0;16.9;0;55
2/3/2023 18:00;16;16;2.5;0;99;16.8;1.4;10.7;13;23.4;0;16.4;0;56
2/3/2023 19:00;11.2;9;2.5;0;84;13.4;1.5;12.8;16.2;29;0;15.2;0;61
2/3/2023 20:00;14;14;3.3;0;63;17;1.2;8.2;11;19.3;0;14.3;0;65
2/3/2023 21:00;17;17;2.5;0;88;18.4;1.1;4.5;7.9;12.5;0;14.2;0;65
2/3/2023 22:00;17.4;15;2.3;0;80;17.4;1.1;3.9;9.4;13.3;0;14.1;0;65
2/3/2023 23:00;13.4;13;2.2;0;75;20;1;3.5;7.4;10.9;0;14.1;0;66
3/3/2023 00:00;18.8;11;2.7;0;85;24;0.9;3.5;5.1;8.6;0;14.1;0;65
3/3/2023 01:00;13.8;10;2.2;0;69;27.2;0.9;1.2;1.9;3.1;0;14;0;65
3/3/2023 02:00;20.1;12;2.3;0;58;27.7;0.8;0.7;0.1;0.8;0;13.6;0;67
3/3/2023 03:00;15.2;14;2.2;0;39;25.8;0.9;0.7;0.1;0.8;0;13.3;0;69
3/3/2023 04:00;12;11;2.4;0;57;25.2;0.8;0.4;0;0.4;0;13.5;0;68
3/3/2023 05:00;11.2;11;3.2;0;87;25.7;0.8;1.6;0;1.4;0;13.5;0;67
3/3/2023 06:00;16.6;15;3.2;0;87;17;1;9.8;9.1;19;0;13.4;0;67
3/3/2023 07:00;16;16;2.8;0;88;11.7;1.3;15;15.5;30.6;0;13.5;0;67
3/3/2023 08:00;0;18;3.4;0;86;16.5;1.4;11.9;9.7;21.6;0;13.7;0;67
3/3/2023 09:00;24.6;15;2.2;0;102;16.8;1.2;8.2;8.7;16.9;0;14.3;0;64
3/3/2023 10:00;18.6;10;2;0;156;18.2;1.1;8.1;8.7;16.9;0;16.5;0;56
3/3/2023 11:00;14.2;14;2.5;0;119;23.6;0.9;5.9;1.9;7.8;0;18.7;0;50
3/3/2023 12:00;17.1;9;2.7;0;108;23.4;0.9;5.5;1.1;6.7;0;19.6;0;46
3/3/2023 13:00;20.7;9;4.4;0;85;23.1;1;7.5;2.6;10.1;0;19;0;48
3/3/2023 14:00;34;10;2.9;0;103;22.6;0.9;5.6;1.2;6.9;0;18.6;0;48
3/3/2023 15:00;23.8;10;3;0;106;22.7;1;4.8;2.4;7.2;0;18.8;0;46
3/3/2023 16:00;16.9;8;2.2;0;126;19;1;6.1;7;13.1;0;17;0;54
3/3/2023 17:00;17.6;11;4.2;0;74;17.5;1.1;13.8;7.4;21.1;0;16.8;0;55
3/3/2023 18:00;14.1;11;3.6;0;96;15.8;1.2;11.2;6.4;17.7;0;16.2;0;55
3/3/2023 19:00;10.8;10;4.2;0;86;12.7;1.4;19.2;9.7;29;0;15.4;0;57
3/3/2023 20:00;15.8;8;3.3;0;88;15.7;1.1;6.3;5.5;11.8;0;14.8;0;61
3/3/2023 21:00;12;12;3.4;0;88;13.1;1.1;5;6;11.1;0;14.6;0;61
3/3/2023 22:00;22.1;10;3.8;0;92;14.8;1;4.6;3.3;7.9;0;14.3;0;62
3/3/2023 23:00;15.8;6;1.8;0;110;11.9;1;2;7;9;0;14.3;0;63
4/3/2023 00:00;11.9;8;1.8;0;136;17.4;0.9;1;1.5;2.5;0;14.4;0;62
4/3/2023 01:00;11.4;11;1.7;0;118;15.4;0.8;1.2;1.6;2.7;0;14.1;0;64
4/3/2023 02:00;9.2;8;2.5;0;82;15.2;0.9;1.7;0.9;2.6;0;13.9;0;65
4/3/2023 03:00;9.7;7;3.1;0;84;15.7;0.8;1.6;0.4;2;0;13.8;0;66
4/3/2023 04:00;7.6;6;2.1;0;59;13.7;0.8;1.5;1.1;2.6;0;13.3;0;68
4/3/2023 05:00;6.4;4;2;0;61;11.3;0.9;2.1;4.1;6.2;0;13.1;0;69
4/3/2023 06:00;9.8;9;2.2;0;59;8.2;0.9;4.5;6.7;11.3;0;13;0;70
4/3/2023 07:00;10;10;3;0;74;8.9;1.1;9.2;7.2;16.4;0;13.5;0;68
4/3/2023 08:00;0;11;2.1;0;61;8.7;1.2;11.4;7.8;19.2;0;14.5;0;65
4/3/2023 09:00;0;10;2.2;0;85;12.1;1.1;11.6;5.8;17.4;0;15.1;0;63
4/3/2023 10:00;10.8;8;1.2;0;167;13.5;1.2;13.5;7.6;21.1;0;17.1;0;57
4/3/2023 11:00;14.3;12;1.3;0;117;16.1;1.1;8.2;5.2;13.4;0;18.2;0;52
4/3/2023 12:00;11;11;1.9;0;130;16.9;1;5.7;0.5;6.2;0;18.6;0;49
4/3/2023 13:00;8.6;8;1.9;0.6;116;14.4;1.1;7.6;3.8;11.4;0;17.1;0;57
4/3/2023 14:00;12.1;9;3.7;0.5;52;13.5;1.2;11.8;5;16.8;0;15.2;0;69
4/3/2023 15:00;12.2;8;3.3;0.1;42;13.6;1.2;11.9;5.2;17;0;15.7;0;68
4/3/2023 16:00;17.9;9;3.3;0;68;12.4;1.3;13.1;6.8;19.9;0;16.6;0;62
4/3/2023 17:00;13.1;11;2.4;0;67;11.8;1.2;12.9;6.5;19.4;0;16.5;0;60
4/3/2023 18:00;10.6;9;3;0;88;8.5;1.3;14.6;9.1;24;0;15.6;0;62
4/3/2023 19:00;20.1;10;2.6;0;80;8.2;1.2;11.9;8.5;20.4;0;15.2;0;62
4/3/2023 20:00;15.2;13;3.8;0;80;8.4;1.2;12.8;7.1;19.9;0;15;0;62
4/3/2023 21:00;12;12;3.2;0;79;9.9;1;8.9;3.9;12.7;0;14.5;0;63
4/3/2023 22:00;11;11;2.7;0;68;9.4;1;5.7;4.1;9.7;0;14.2;0;65
4/3/2023 23:00;9.1;9;2.3;0;69;8.7;1;4;3.5;7.4;0;13.9;0;66
5/3/2023 00:00;6.9;6;2.6;0.1;75;8;0.9;3.5;3;6.4;0;13.5;0;68
5/3/2023 01:00;10.9;9;2;0;58;9.9;0.9;2.5;0.7;3.4;0;12.8;0;73
5/3/2023 02:00;11.4;9;2.1;0;61;10.6;0.8;0.9;0.2;1.1;0;12.9;0;71
5/3/2023 03:00;10;10;2.9;0;41;9.9;0.9;1.3;0.9;2.1;0;12.3;0;76
5/3/2023 04:00;9;9;2.3;0;39;10.4;0.9;1.2;1;2.3;0;12.6;0;74
5/3/2023 05:00;12.3;10;1.7;0.8;43;10.6;0.9;1;3;4;0;12;0;78
5/3/2023 06:00;8.8;7;2.3;0.3;45;5.1;0.9;2.2;7.5;9.7;0;11.7;0;81
5/3/2023 07:00;11.6;7;1.7;0;35;3;1.1;6.3;9.7;16;0;11.6;0;83
5/3/2023 08:00;11;11;1.8;0;32;5.7;1.1;10;9.1;19;0;12.4;0;81
5/3/2023 09:00;11;10;1.5;0;17;9.7;1.2;13.5;8.7;22.2;0;14.8;0;70
5/3/2023 10:00;10;10;2.5;0;30;14.5;1.1;7.4;4.1;11.5;0;15.3;0;67
5/3/2023 11:00;0;10;2.9;1.2;54;14.6;1.1;7.4;3.8;11.3;0;14.1;0;74
5/3/2023 12:00;0;8;0.8;0.1;184;18.1;1;5.9;2.5;8.3;0;16.8;0;65
5/3/2023 13:00;0;11;2.3;0;146;19.2;1;3.7;0.7;4.4;0;19.2;0;50
5/3/2023 14:00;18.3;9;3.1;0;104;18.2;0.9;0;0;0;0;18.4;0;50
5/3/2023 15:00;13.6;9;2;0;122;17.6;0.9;0;0;0;0;18.3;0;50
5/3/2023 16:00;10.4;6;2.3;0;123;17.2;0.9;3.4;0;2.9;0;17.2;0;54
5/3/2023 17:00;8.1;7;1.9;0;109;17.5;0.9;3.3;0;2.9;0;17.6;0;53
5/3/2023 18:00;6.2;6;2.1;0;104;15.7;0.9;3.4;1;4.5;0;16.1;0;57
5/3/2023 19:00;9;9;2;0;92;11.6;1.1;6;4.7;10.7;0;15.4;0;58
5/3/2023 20:00;0;11;1.4;0;116;12.3;1;3.3;4.8;8.1;0;14.9;0;60
5/3/2023 21:00;0;10;1.6;0;71;10.1;1.1;5.3;7.4;12.7;0;14.4;0;63
5/3/2023 22:00;0;11;1.7;0;48;5.8;1.2;5.1;11.2;16.3;0;14;0;66
5/3/2023 23:00;0;16;2;0;50;8.9;1;2.6;7.6;10.2;0;14;0;66
6/3/2023 00:00;11.1;11;2.3;0;83;10;0.9;1.6;6.4;8;0;14;0;66
6/3/2023 01:00;12.4;9;1.8;0;67;12;0.9;1.1;1.9;2.9;0;13.5;0;68
6/3/2023 02:00;12.5;8;1.1;0;33;8.4;0.9;1.9;5.3;7.2;0;12.9;0;71
6/3/2023 03:00;12;12;1.7;0;52;13;0.9;1.8;1.2;2.9;0;12.9;0;70
6/3/2023 04:00;13.8;10;1.5;0;62;11.6;0.8;0.8;0.8;1.5;0;12.9;0;69
6/3/2023 05:00;13;13;1.3;0;66;6.8;0.9;2.7;4.5;7.2;0;12.7;0;69
6/3/2023 06:00;0;13;1.7;0;47;3.4;1.1;16.3;11.2;27.6;0;12.4;0;69
6/3/2023 07:00;0;14;1.7;0;72;1.7;1.6;41.9;14.8;56.7;0;12.8;0;68
6/3/2023 08:00;0;21;2;0;58;7;1.5;22.8;9.4;32.3;0;14.9;0;60
6/3/2023 09:00;31.6;15;2.3;0;81;12.7;0;12.2;5.8;18;0;16.2;0;55
6/3/2023 10:00;23.2;10;2.8;0;63;0;0;10;3.3;13.3;0;17;0;52
6/3/2023 11:00;21.4;12;2.4;0;62;20;0;0;0;0;0;18.3;0;47
6/3/2023 12:00;16.6;10;0.7;0;55;25.6;0;5.5;3.6;9.1;0;20.2;0;41
6/3/2023 13:00;23.3;14;0.7;0;109;26.9;0;5;3.2;8.2;0;21;0;39
6/3/2023 14:00;24.4;11;2.7;0;54;26.2;0;4.8;0.3;5.1;0;21.9;0;37
6/3/2023 15:00;21.5;13;4.1;0;84;24.5;0;6.6;1.5;8.1;0;22;0;37
6/3/2023 16:00;21;11;1;0;78;21.2;0;9.8;9.5;19.2;0;18.8;0;51
6/3/2023 17:00;28.1;19;4.2;1.7;273;18.4;0;13.4;27.1;40.5;0;15.6;0;71
6/3/2023 18:00;31.5;26;1.1;1.3;232;13.4;0;9.2;28.5;37.6;0;13.9;0;79
6/3/2023 19:00;32.3;26;0.2;1.5;95;6.9;0;14.9;21.6;36.6;0;12.8;0;79
6/3/2023 20:00;32.7;19;1.6;0;241;1.7;0;37.8;36;74.2;0;13.5;0;81
6/3/2023 21:00;29.8;21;0.8;0;288;1.9;0;28.8;29.9;58.7;0;13.8;0;81
6/3/2023 22:00;31.1;26;1.3;0;320;5.4;0;8.5;21.6;30.1;0;13.7;0;78
6/3/2023 23:00;25.9;21;1.2;0;1;7.1;0;6.5;17.8;24.2;0;13.3;0;77
7/3/2023 00:00;24.9;17;0.6;0;340;6.8;0;3.7;16.2;19.9;0;13.1;0;74
7/3/2023 01:00;21.4;15;1.2;0;281;2.7;0;11.2;21.5;32.7;0;12.9;0;73
7/3/2023 02:00;26.9;16;0.7;0;8;8.6;0;1.9;11.7;13.5;0;12.4;0;74
7/3/2023 03:00;23.3;20;1;0;335;8.7;0;3.3;10.7;13.9;0;12.1;0;74
7/3/2023 04:00;24.9;16;1.2;0;10;9.1;0;1.8;9.6;11.3;0;11.6;0;75
7/3/2023 05:00;22.7;18;1.2;0;65;4.6;0;5.7;13.9;19.6;0;11;0;77
7/3/2023 06:00;22.5;18;1.8;0;36;0.9;0;62.3;20.2;82.6;0;11.1;0;78
7/3/2023 07:00;29;29;1.8;0;45;1.4;0;49.4;21.2;70.7;0;11.3;0;75
7/3/2023 08:00;35.4;31;1.9;0;28;3.4;0;51.3;21.1;72.3;0;12.4;0;70
7/3/2023 09:00;45.2;24;0.6;0;117;10.8;0;34.5;23.3;57.8;0;16.6;0;57
7/3/2023 10:00;53.5;35;1.1;0;45;22.7;0;20.3;20.8;41;0;19.1;0;49
7/3/2023 11:00;43.7;27;0.7;0;74;37.8;0;9.3;16.2;25.6;0;20.6;0;42
7/3/2023 12:00;35.6;21;0.7;0;276;48;0;8.1;21.7;29.9;0;20.9;0;40
7/3/2023 13:00;39.2;24;2.1;0;279;59.2;0;5.4;19.7;25;0;21.1;0;40
7/3/2023 14:00;44.2;23;5;0;276;38.6;0;7.5;20;27.5;0;17.3;0;59
7/3/2023 15:00;44.3;29;4.9;0;257;38.2;0;6.6;11.7;18.3;0;18.2;0;56
7/3/2023 16:00;41.8;22;4.6;0;269;32.8;0;8.1;12.9;21;0;18.6;0;53
7/3/2023 17:00;36.9;17;4;1.7;288;17.5;0;16.5;19.9;36.4;0;15.6;0;69
7/3/2023 18:00;33.1;17;3.2;0;275;11.4;0;16.2;22;38.2;0;14.5;0;72
7/3/2023 19:00;27.9;14;1;14;315;11.3;0;18.4;21.4;39.9;0;12.8;0;78
7/3/2023 20:00;24.4;13;0.6;1;177;8.7;0;7;25;32;0;11.3;0;83
7/3/2023 21:00;24.2;10;1.4;1.3;153;0.9;0;25.9;35.7;61.6;0;11.5;0;84
7/3/2023 22:00;18.5;18;0.6;0.6;234;0.7;0;32;31.1;63.1;0;11.6;0;84
7/3/2023 23:00;15.4;15;0.6;0.2;39;1.6;0;18.3;29.7;48;0;11.5;0;84
8/3/2023 00:00;23;8;1;0;82;3.5;0;4.8;21.7;26.5;0;11.4;0;84
8/3/2023 01:00;18;8;1.1;0.1;36;1.2;0;10.4;22.9;33.3;0;11.4;0;84
8/3/2023 02:00;15;15;1.3;0;29;2.2;0;7.5;19.5;26.9;0;11.4;0;84
8/3/2023 03:00;10.9;10;0.7;0;292;2.9;0;4.4;16.7;21.1;0;11.2;0;84
8/3/2023 04:00;17.9;14;0.7;0;282;3.7;0;7.8;15.6;23.4;0;11.1;0;84
8/3/2023 05:00;19;19;0.8;0;290;2.4;0;13.4;19.2;32.6;0;11.2;0;83
8/3/2023 06:00;0;19;1;0;37;1.9;0;16.9;19.6;36.5;0;11.4;0;82
8/3/2023 07:00;26.6;18;0.6;0.1;60;0.9;0;36.2;20;56.3;0;11.5;0;81
8/3/2023 08:00;30.8;25;1.2;0.1;8;1.5;0;71.1;25.7;96.7;0;12.4;0;80
8/3/2023 09:00;36.6;26;0.9;0;30;5;0;42.8;23.8;66.6;0;13.8;0;73
8/3/2023 10:00;26.6;18;1;0.1;27;14.9;0;21.3;20.7;41.9;0;16.7;0;60
8/3/2023 11:00;30.5;17;0.7;0;64;20.6;0;11.5;22.5;34;0;16.6;0;57
8/3/2023 12:00;21.8;20;0.8;0;46;36.2;0;12.3;22.8;35.1;0;19.1;0;49
8/3/2023 13:00;26.9;21;2;0;261;35.1;0;7.7;28;35.7;0;18.3;0;51
8/3/2023 14:00;37.4;32;3.4;0;249;28.8;0;8.5;22.3;30.8;0;16.9;0;58
8/3/2023 15:00;34.9;31;3.4;0;257;27.9;0;9.6;17.6;27.2;0;16.9;0;58
8/3/2023 16:00;40;19;3.8;0;260;28.9;0;7.7;13.2;20.9;0;17.3;0;56
8/3/2023 17:00;31.5;14;3.8;0;275;17.2;0;16.9;21.6;38.5;0;16.2;0;61
8/3/2023 18:00;39.8;18;3.7;0;267;10.3;0;21.2;26.6;47.8;0;14.8;0;66
8/3/2023 19:00;36.7;18;2.8;0;271;4.9;0;23.7;27.7;51.4;0;14.2;0;71
8/3/2023 20:00;41.7;22;2.5;0.3;287;7.5;0;16.2;20.7;36.9;0;13.4;0;75
8/3/2023 21:00;30.2;13;2.4;0;269;4.3;0;15.8;22.9;38.6;0;12.8;0;79
8/3/2023 22:00;22.2;13;1.8;0.9;274;7.1;0;11.8;20.1;31.9;0;12.4;0;80
8/3/2023 23:00;24.3;11;0.5;0;197;3.7;0;4.1;19.6;23.6;0;12.2;0;82
9/3/2023 00:00;22.5;8;1.1;0;252;0.9;0;15.9;25.2;41.1;0;12.3;0;82
9/3/2023 01:00;20.5;17;1.4;0;276;0.6;0;29.9;29.1;59.1;0;12.5;0;80
9/3/2023 02:00;20.9;12;1;0;278;0.8;0;16.4;23.9;40.3;0;12.4;0;80
9/3/2023 03:00;20.2;17;2.1;0;272;3.9;0;6.9;16;22.9;0;12.4;0;80
9/3/2023 04:00;15;11;1.8;0.6;272;5.6;0;5.2;12.3;17.5;0;12;0;82
9/3/2023 05:00;19.2;13;1.1;0;286;3.9;0;17;17.2;34.2;0;12;0;82
9/3/2023 06:00;20;20;1;0;302;1;0;47.3;23.3;70.4;0;12.1;0;81
9/3/2023 07:00;0;24;1.4;0;288;1.2;0;42.9;25.5;68.3;0;12;0;81
9/3/2023 08:00;0;23;1.9;2;297;2;0;39.4;30.3;70;0;11.7;0;81
9/3/2023 09:00;21.9;18;1.8;1.6;31;3.9;0;24.6;21;45.7;0;11.3;0;83
9/3/2023 10:00;18.9;13;1.8;1.1;53;8.1;0;18.8;18.3;37.1;0;11.6;0;81
9/3/2023 11:00;19;13;2.6;0.2;75;13.9;0;14.5;13.8;28.3;0;12.1;0;77
9/3/2023 12:00;18.1;10;1.5;0.6;53;18.8;0;11.9;11.9;23.8;0;13;0;72
9/3/2023 13:00;16;16;0.5;0.2;246;26.6;0;6.7;11.2;17.9;0;14.3;0;69
9/3/2023 14:00;24;12;1;0.1;226;23.9;0;8.4;14.8;23.2;0;14.8;0;67
9/3/2023 15:00;21.6;16;1.8;0;251;10.3;0;25.6;33;58.7;0;14.2;0;70
9/3/2023 16:00;25;25;2;0;243;9.9;0;24.1;27.1;51.2;0;14;0;70
9/3/2023 17:00;22.5;20;0.9;0.1;224;11.5;0;18.8;29;47.8;0;14.4;0;67
9/3/2023 18:00;0;24;1.6;0;273;4;1;33.8;34.2;68;0;13.5;0;71
9/3/2023 19:00;21.4;21;2.2;0;277;1.8;1.7;45.6;34.7;80.3;0;12.8;0;72
9/3/2023 20:00;26.1;24;1.8;0;274;1;1.6;49.6;30.7;80.4;0;12.5;0;76
9/3/2023 21:00;27.4;22;1.6;0;277;2.4;1.1;23.6;26;49.7;0;12.4;0;78
9/3/2023 22:00;30.4;15;1.2;0;234;1;1.2;28.2;24.9;53.2;0;11.9;0;79
