;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
16/2/2023 01:00;33.1;8;2.3;0;35;6.9;0.9;2.2;5.5;7.7;0;12.6;0;68
16/2/2023 02:00;23.9;11;1.8;0;35;11.4;0.8;0.7;2.7;3.4;0;12.4;0;70
16/2/2023 03:00;19;9;2;0;45;13.9;0.7;0.3;1.3;1.6;0;12.8;0;69
16/2/2023 04:00;23.7;10;2.4;0;70;16.3;0.7;0.3;0.3;0.6;0;12.5;0;72
16/2/2023 05:00;22;8;1.7;0;57;11.3;0.8;1.5;2.4;3.9;0;12.3;0;74
16/2/2023 06:00;15.9;8;2.3;0;35;3.4;1;8.1;7.9;16;0;12.5;0;71
16/2/2023 07:00;14.2;12;2.2;0;41;1.5;1.4;22.7;10.4;33.1;0;12.5;0;70
16/2/2023 08:00;33.1;22;2.4;0;46;6.5;1.6;20.8;8.7;29.4;0;14.9;0;63
16/2/2023 09:00;29.4;17;3.2;0;75;11.5;1.2;8.4;3.9;12.3;0;15.1;0;59
16/2/2023 10:00;21.9;7;2.7;0;43;16.8;1;5.1;2.3;7.4;0;16.6;0;54
16/2/2023 11:00;16.4;9;2.6;0;50;20.7;0.9;4.3;1.7;6;0;18.5;0;49
16/2/2023 12:00;20.6;7;2.9;0;61;19.5;0.9;4.6;2.1;6.8;0;18.5;0;48
16/2/2023 13:00;15.6;6;2.6;0;88;20.3;0.9;4.4;1.7;6.1;0;18.9;0;47
16/2/2023 14:00;14.5;7;3.1;5.2;95;19.7;0.9;2.9;1.6;4.5;0;17.8;0;53
16/2/2023 15:00;15.2;10;3.1;1.9;91;12.2;1;5.8;4.1;9.9;0;13.9;0;68
16/2/2023 16:00;14.7;10;0.8;0.8;58;5.7;1.1;8;6.8;14.8;0;13.4;0;69
16/2/2023 17:00;13;9;0.4;0.3;242;1.6;1.9;25.3;15.2;40.5;0;13;0;78
16/2/2023 18:00;27.4;26;0.5;0;302;1.3;2;23.7;12.5;36.2;0;13.2;0;74
16/2/2023 19:00;22.6;16;0.9;0;291;1;2.7;37.2;14.2;51.5;0;13.1;0;74
16/2/2023 20:00;33.5;25;2.4;0;41;1;2;27.9;10.5;38.4;0;13.1;0;72
16/2/2023 21:00;32.2;12;1.8;0;77;2.8;1.3;12.2;6.6;18.8;0;12.8;0;68
16/2/2023 22:00;23;10;0.7;0;31;0.7;1.5;19.6;8.4;28.1;0;11.9;0;72
16/2/2023 23:00;19.5;11;0.6;0;62;0.8;1.9;33.4;8.1;41.5;0;11.1;0;76
17/2/2023 00:00;24.2;11;0.3;0;27;0.6;2;42;7.5;49.5;0;10.6;0;79
17/2/2023 01:00;26;13;0.8;0;359;0.8;1.9;46.7;7.7;54.4;0;10.9;0;79
17/2/2023 02:00;28.7;15;1.5;0;52;0.6;1.3;21.9;6.2;28.1;0;10.6;0;79
17/2/2023 03:00;30.7;15;0.7;0;17;0.7;1;10.5;5.5;15.9;0;9.8;0;80
17/2/2023 04:00;22.5;11;0.8;0;41;0.7;0.9;10.3;5.4;15.7;0;9.6;0;81
17/2/2023 05:00;16.7;11;1.1;0;55;0.8;0.9;12.8;5.2;18;0;10.1;0;78
17/2/2023 06:00;25.7;13;0.5;0;16;1;1.6;50.3;11.8;62.3;0;10.1;0;78
17/2/2023 07:00;0;27;1.8;0;22;1;2.7;75.5;11.4;87;0;10.5;0;77
17/2/2023 08:00;44.5;30;1.9;0;41;2.7;2.3;45.6;9.4;54.9;0;13.5;0;66
17/2/2023 09:00;59;32;2.3;0;60;6.2;1.5;21;6.6;27.6;0;15;0;60
17/2/2023 10:00;44.8;19;0.5;0;81;12.7;1.3;16.1;9.3;25.4;0;18.4;0;49
17/2/2023 11:00;44.4;17;1;0;15;21.9;1.1;8.7;6.9;15.5;0;20.5;0;42
17/2/2023 12:00;32.9;13;1.7;0;34;35.5;0.9;3.8;3.9;7.7;0;21.3;0;38
17/2/2023 13:00;35;9;1.9;0;287;41.2;0.9;2.5;3.3;5.8;0;21.7;0;37
17/2/2023 14:00;25.6;12;6.1;0;265;37;1.1;3.8;6.3;10.1;0;19.4;0;51
17/2/2023 15:00;35.5;20;5.6;0;270;32.2;1;4.4;5.7;10.1;0;19.1;0;51
17/2/2023 16:00;26.1;13;4.2;0;265;25;1.2;5.1;8.2;13.3;0;17.8;0;56
17/2/2023 17:00;36.4;18;3.5;0;255;22.4;1.2;5.6;8.6;14.2;0;17.5;0;57
17/2/2023 18:00;36;18;3.6;0;255;13.7;1.7;10.2;15.8;26.1;0;16.2;0;60
17/2/2023 19:00;36.3;22;3.5;0;262;10.6;1.8;9.3;15.4;24.6;0;15.3;0;64
17/2/2023 20:00;38.1;17;0.4;0.6;126;7.8;1.3;7;11.8;18.9;0;14;0;70
17/2/2023 21:00;42.1;9;1;0;39;3.7;1.3;5.3;11.6;16.9;0;13.4;0;73
17/2/2023 22:00;29.7;16;2;0;35;6.1;1.1;3.5;9.6;13;0;13.5;0;68
17/2/2023 23:00;24.4;14;1.7;0;48;9;1;2.3;7.2;9.4;0;13.3;0;69
18/2/2023 00:00;25.7;10;1.4;0;23;9.2;1;1.4;7.3;8.8;0;13.3;0;68
18/2/2023 01:00;18.2;9;0.8;0.7;27;2.1;1;2.4;11.2;13.6;0;12.4;0;75
18/2/2023 02:00;17.7;10;0.6;0;73;2.8;1;3.2;8.6;11.8;0;12.1;0;78
18/2/2023 03:00;15.1;9;1.7;0;35;3.1;0.9;3.1;7.8;10.9;0;12.3;0;76
18/2/2023 04:00;11.9;7;1.1;0;45;5.3;0.8;1.4;6.7;8.1;0;12.2;0;75
18/2/2023 05:00;11.2;7;1.4;0;36;4.5;0.9;2.2;6.4;8.5;0;12.3;0;74
18/2/2023 06:00;14.5;10;1;0;268;2.7;1.2;12;8;20;0;12.4;0;74
18/2/2023 07:00;17.7;16;1.3;0;357;1.3;1.3;12.7;9.2;21.8;0;12.5;0;74
18/2/2023 08:00;17.9;15;0.9;0;317;3.5;1.4;16.3;9.4;25.7;0;13.2;0;73
18/2/2023 09:00;25.2;20;1.1;0;201;4.1;1.6;18.8;11.7;30.5;0;14.5;0;67
18/2/2023 10:00;32.7;19;1.6;0;230;6.2;1.5;13.5;10.8;24.3;0;13.9;0;70
18/2/2023 11:00;24.3;16;2.8;0;254;12.5;1.6;16.8;13.9;30.7;0;16.1;0;62
18/2/2023 12:00;29.7;24;3.1;0;254;23.2;1.4;9.3;10.8;20.1;0;17.5;0;58
18/2/2023 13:00;30.1;25;3.2;0;261;37.8;1.1;4.2;6;10.2;0;19.7;0;48
18/2/2023 14:00;35.4;12;4.4;0;262;34.2;1.1;4.2;5.5;9.7;0;19.1;0;50
18/2/2023 15:00;44.2;12;3.3;0;242;28.2;1.1;3.6;6.3;9.9;0;16.9;0;56
18/2/2023 16:00;30.6;12;2;0;199;23.5;1.3;2.7;8.5;11.2;0;16.3;0;58
18/2/2023 17:00;24.7;14;2.8;0;254;18.8;1.3;4.3;9.8;14.2;0;15.9;0;62
18/2/2023 18:00;39.8;17;1.6;0.1;13;15.1;1.3;4.3;10.7;15;0;14.3;0;68
18/2/2023 19:00;28.5;15;2.1;1.7;54;9.7;1.3;4.6;13.4;18;0;12;0;80
18/2/2023 20:00;23.4;16;0.4;0.1;32;2.8;1.4;3.3;15.2;18.5;0;11.7;0;82
18/2/2023 21:00;17.4;14;0.9;0;36;0.9;1.8;14.7;16.1;30.9;0;11.6;0;83
18/2/2023 22:00;0;23;1.2;0;33;0.8;1.5;10.5;13.2;23.7;0;11.5;0;83
18/2/2023 23:00;19;19;1.4;0;28;0.8;1.5;13.2;13;26.2;0;11.8;0;81
19/2/2023 00:00;19.8;19;1.4;0;42;0.9;1.2;7;11.2;18.2;0;11.9;0;78
19/2/2023 01:00;18.9;16;1.3;0;35;1.3;1.1;4.6;10.1;14.7;0;11.7;0;75
19/2/2023 02:00;20.3;17;1.5;0;23;2.3;1;4;8.5;12.4;0;11.1;0;77
19/2/2023 03:00;21.5;11;0.7;0;76;2.2;1;4.7;8;12.8;0;10.6;0;76
19/2/2023 04:00;15.2;10;0.7;0;91;2.4;1;3.3;9;12.3;0;9.7;0;73
19/2/2023 05:00;10.8;9;0.4;0;178;0.8;1.3;14.9;9;24;0;9.6;0;75
19/2/2023 06:00;0;17;1;0;32;0.7;1.3;13.6;9.6;23.2;0;8.8;0;77
19/2/2023 07:00;12.7;11;1.1;0;47;1.3;1.3;14.3;8.3;22.5;0;9.6;0;79
19/2/2023 08:00;23.5;13;1.9;0;57;6.1;1.2;14.1;6.4;20.5;0;12.7;0;71
19/2/2023 09:00;21.1;18;1.6;0;55;16.3;1.1;8.1;5.8;13.9;0;15.9;0;59
19/2/2023 10:00;34.4;21;0.8;0;296;31.1;1;3.9;4.9;8.9;0;18.6;0;44
19/2/2023 11:00;24.6;17;0.6;0;80;44.2;1;2.6;4.8;7.4;0;20;0;35
19/2/2023 12:00;17.6;17;1.4;0;38;56.5;1;2.2;4.9;7.1;0;21;0;28
19/2/2023 13:00;18;15;2.9;0;258;59.8;1;1.8;5.4;7.2;0;21.8;0;31
19/2/2023 14:00;17;17;5.1;0;260;53.3;1;1.7;5.6;7.3;0;19.8;0;47
19/2/2023 15:00;43.6;22;3.3;0;265;29.9;1;2.4;3.9;6.3;0;17;0;56
19/2/2023 16:00;28.9;13;3;0;71;27.2;0.9;2.7;3.5;6.2;0;15.6;0;43
19/2/2023 17:00;24.7;13;1.3;0.1;84;29.7;0.9;2.1;4;6;0;16.5;0;41
19/2/2023 18:00;18.5;12;1.9;0;99;27;0.9;2.2;4.9;7.1;0;15.6;0;37
19/2/2023 19:00;15.4;11;0.9;0;211;13.5;1.2;4.1;11.5;15.6;0;14.9;0;40
19/2/2023 20:00;11.6;11;1.9;0;279;6.2;1.6;6.3;15.4;21.7;0;13.7;0;59
19/2/2023 21:00;21.4;14;1;0;52;9.2;1.2;3.8;13;16.7;0;12.6;0;50
19/2/2023 22:00;18;18;1.8;0;45;16.4;1;2;9.6;11.6;0;12.1;0;38
19/2/2023 23:00;19.5;8;2.3;0;52;24.5;0.9;1.5;5.4;6.9;0;11.9;0;45
20/2/2023 00:00;16.4;9;2.6;0;89;32.2;0.8;0.4;1.5;1.9;0;11.5;0;53
20/2/2023 01:00;18;10;1.4;0;63;30.7;0.8;0.1;1.6;1.8;0;11.1;0;56
20/2/2023 02:00;14;14;1.7;0;41;23.7;0.8;0.3;3.3;3.6;0;10.6;0;62
20/2/2023 03:00;14;14;1.6;0;45;14.9;0.8;0.4;6;6.4;0;10.1;0;68
20/2/2023 04:00;24.4;15;0.6;0;64;12;0.8;0.8;6.6;7.4;0;9.5;0;71
20/2/2023 05:00;18.5;13;1.1;0;48;9.1;0.8;1.4;8;9.4;0;9.6;0;71
20/2/2023 06:00;22.6;18;1;0;14;1.5;1.2;29.6;18;47.1;0;10.2;0;67
20/2/2023 07:00;29;26;0.6;0;19;1.2;1.7;26.4;16.4;42.8;0;10.2;0;67
20/2/2023 08:00;28.7;24;2.2;0;47;3.2;2;35.4;16.8;52.2;0;11.4;0;61
20/2/2023 09:00;39.6;26;1.9;0;34;6.7;2;36.6;21;57.6;0;14;0;50
20/2/2023 10:00;37.5;28;1;0;338;27.6;1.2;10.9;12.4;23.2;0;17.9;0;34
20/2/2023 11:00;53.1;18;1;0;283;35.2;1;5;7.6;12.6;0;19.9;0;28
20/2/2023 12:00;37.8;17;0.7;0;111;38.2;0.9;3.2;4.1;7.3;0;21.9;0;25
20/2/2023 13:00;28.4;5;1;0;28;40.2;1;2.9;4.8;7.7;0;20;0;32
20/2/2023 14:00;31.1;12;4.2;0;253;51.8;1.2;3.1;11.2;14.3;0;18.6;0;48
20/2/2023 15:00;60.4;24;3.6;0;244;54.6;1.2;2.2;11;13.2;0;17.8;0;51
20/2/2023 16:00;57.8;32;2.7;0;244;44.2;1.2;2.3;12.3;14.6;0;16.6;0;55
20/2/2023 17:00;54.8;27;2.5;0;255;34;1.2;3.2;11.6;14.7;0;15.9;0;58
20/2/2023 18:00;56.8;24;3.3;0;261;22.8;1.5;5.2;12.8;18;0;15.4;0;60
20/2/2023 19:00;53.7;23;3.2;0.2;265;11.3;1.7;8;15.1;23.1;0;14.2;0;66
20/2/2023 20:00;50.8;23;1.2;5.1;66;8.8;1.4;6.7;13.7;20.5;0;12.7;0;75
20/2/2023 21:00;41.1;24;0.9;0.4;104;12.4;1.2;2.4;10.5;12.8;0;11.4;0;81
20/2/2023 22:00;36.8;19;1.9;2.4;38;11.7;1.2;3.1;10.2;13.3;0;11.2;0;82
20/2/2023 23:00;33.2;19;2.3;1.6;40;17;1;1.1;6.8;7.9;0;10.7;0;82
21/2/2023 00:00;25.3;15;2;1.3;42;13.4;0.9;0.8;7.6;8.4;0;10.6;0;83
21/2/2023 01:00;21.8;18;2.2;1.3;39;15.9;0.9;0.4;6;6.4;0;10.3;0;84
21/2/2023 02:00;26;18;1.8;0.3;42;16.8;0.8;0.6;5.4;6;0;10.1;0;84
21/2/2023 03:00;22.1;19;1.6;0;48;15.9;0.8;0.4;5.7;6;0;10;0;84
21/2/2023 04:00;0;24;0.8;0;356;12.8;0.8;0.8;6.2;7;0;10.2;0;83
21/2/2023 05:00;21.1;20;1.3;0;19;6.6;0.9;2.2;9.5;11.7;0;10.1;0;83
21/2/2023 06:00;24;24;1.2;0.1;26;1.8;1.1;8.9;13;21.9;0;10.1;0;81
21/2/2023 07:00;27;27;1.2;0;39;1.2;1.6;22.4;14.6;37;0;10.4;0;81
21/2/2023 08:00;36;30;1.4;0;30;1.9;2.3;36.8;15.7;52.5;0;11.4;0;78
21/2/2023 09:00;42.6;38;2.1;0;28;5.1;2.1;28.1;15.5;43.6;0;12.7;0;73
21/2/2023 10:00;44.2;39;1.9;0;37;20.2;1.4;11.4;11.3;22.7;0;16.5;0;57
21/2/2023 11:00;40.1;30;1.8;0;33;34.2;1.2;6.3;9.5;15.7;0;18.4;0;49
21/2/2023 12:00;38.4;21;1.4;0;302;39.8;1.1;2.7;8.2;11;0;17.8;0;49
21/2/2023 13:00;35.5;20;2.2;0.1;222;16.1;0;7;15.7;22.7;0;15.3;0;65
21/2/2023 14:00;43.9;37;1.4;0;258;29.5;0;6.5;14.3;20.9;0;16.5;0;60
21/2/2023 15:00;71.3;39;2.4;0.2;278;32.7;0;4;13.7;17.7;0;15.6;0;60
21/2/2023 16:00;62;36;1.1;0.2;93;22.1;0;4.1;17.4;21.6;0;14.6;0;69
21/2/2023 17:00;57.7;37;0.9;0.1;64;30.2;1.3;3.2;13.7;16.9;0;15.2;0;65
21/2/2023 18:00;54.7;33;1.5;4.2;271;10.3;1.9;10.6;20.7;31.3;0;13;0;76
21/2/2023 19:00;52.7;33;1.4;2.3;75;5;1.8;12.9;18.4;31.3;0;11.7;0;81
21/2/2023 20:00;43.3;23;0.7;13.6;21;2;2;21.4;20.2;41.9;0;11.1;0;83
21/2/2023 21:00;44.8;30;2;0;15;4.1;1.5;10.9;14;24.8;0;11;0;84
21/2/2023 22:00;37.1;19;2;0.1;32;5.9;1.2;4.2;11.8;15.9;0;10.7;0;83
21/2/2023 23:00;26.6;21;2.1;0;26;7;1.1;3.1;9.9;13;0;10.7;0;81
22/2/2023 00:00;18.8;18;1.6;0;32;4;1;2.8;10.8;13.6;0;10.6;0;79
22/2/2023 01:00;30.2;17;1.4;0;37;4.1;1;4.7;10.6;15.4;0;10.7;0;77
22/2/2023 02:00;21.8;18;0.7;0;8;8.5;0.9;1.1;6.1;7.2;0;10.8;0;75
22/2/2023 03:00;16.5;13;0.6;0;29;4.4;0.9;0.9;8.4;9.3;0;10.5;0;77
22/2/2023 04:00;18;18;0.7;0;70;4;0.9;1.2;8.2;9.4;0;10.2;0;79
22/2/2023 05:00;18.4;17;0.4;0;201;1.6;0.9;5.9;9.1;15;0;9.9;0;79
22/2/2023 06:00;19;19;0.7;0;140;1;1.6;0;0;0;0;9.8;0;78
22/2/2023 07:00;0;33;1;0;47;1;2;38.6;13.3;51.9;0;10.2;0;73
22/2/2023 08:00;27.2;23;1;0;1;1.6;2.7;51.3;15.8;67.1;0;11.1;0;72
22/2/2023 09:00;46.8;30;1.2;0;35;4.7;2.2;30.2;16.2;46.4;0;12.9;0;63
22/2/2023 10:00;45.7;27;2.1;0;31;16;1.3;10.1;10.7;20.8;0;14.4;0;53
22/2/2023 11:00;37.8;22;1.7;0;35;28.3;1;5.7;5.6;11.3;0;17.3;0;44
22/2/2023 12:00;32.9;16;1.8;0;319;39.4;1;3.1;3.8;6.9;0;19;0;38
22/2/2023 13:00;24.3;13;0.9;0;38;47;0.9;1.6;2.9;4.5;0;18.7;0;39
22/2/2023 14:00;23.8;16;1.3;0;0;47.6;1;1.5;3.5;5;0;18.9;0;40
22/2/2023 15:00;32.1;16;1;0;295;44.3;1;1.4;5.3;6.7;0;18.3;0;44
22/2/2023 16:00;38.8;18;3.8;0;251;37.4;1.2;5;12.6;17.5;0;16.1;0;57
22/2/2023 17:00;38.8;31;3.7;0;245;38.5;1.3;3.3;11.1;14.4;0;15.6;0;60
22/2/2023 18:00;51.3;37;3.1;0;245;35.1;1.6;4.4;16;20.4;0;14;0;64
22/2/2023 19:00;41.3;30;2.7;0;252;22.6;1.8;6.9;20;26.9;0;13.1;0;67
22/2/2023 20:00;49.6;31;2;0;240;19.3;1.7;2.2;19.8;22.1;0;12.6;0;70
22/2/2023 21:00;50.7;34;0.9;0;200;7;1.9;2.4;25.9;28.3;0;11.4;0;74
22/2/2023 22:00;62.9;39;0.9;0;252;4.3;1.9;4.7;27.8;32.5;0;11.9;0;73
22/2/2023 23:00;56.2;41;0.5;0;111;1.5;2.2;11.7;27.9;39.6;0;12.2;0;71
23/2/2023 00:00;67.4;43;0.9;0;344;2.4;1.7;4;22.2;26.2;0;12.4;0;71
23/2/2023 01:00;73.9;32;1.2;0;352;2.4;1.4;5.2;17.9;23.1;0;12.3;0;73
23/2/2023 02:00;64.6;31;0.7;0;342;5.5;1.1;1.5;12.1;13.6;0;11.7;0;75
23/2/2023 03:00;59.3;26;0.6;0;227;0.6;1.2;8.7;14.2;22.9;0;10.7;0;80
23/2/2023 04:00;56;29;1.1;0;246;0.7;1.4;18.5;13.4;32;0;10.4;0;81
23/2/2023 05:00;49.6;36;0.3;0;244;0.7;1.4;21.1;12.1;33.2;0;10;0;83
23/2/2023 06:00;57.2;33;1.3;0;36;0.6;1.6;38.1;13.6;51.7;0;9.5;0;83
23/2/2023 07:00;54;35;1.3;0;41;1;2.3;53;16.2;69.2;0;9.8;0;81
23/2/2023 08:00;61.1;37;1.4;0;38;4.3;2.1;33.2;16;49.2;0;14.7;0;61
23/2/2023 09:00;70.9;33;0.2;0;338;14.6;1.9;17.6;17.2;34.8;0;18.2;0;48
23/2/2023 10:00;58.7;33;1.7;0;60;29.3;1.5;8;15.5;23.4;0;19.5;0;34
23/2/2023 11:00;0;22;4.5;0;78;27.8;0.9;0;0;0;0;19.2;0;29
23/2/2023 12:00;0;0;3.9;0;64;33.3;0.9;0;0;0;0;19.8;0;33
23/2/2023 13:00;0;0;3.5;0;74;36.4;0.9;2.4;1.5;3.9;0;20.9;0;33
23/2/2023 14:00;0;18;3.3;0;92;36.7;0.8;2.2;0.9;3.1;0;21.9;0;31
23/2/2023 15:00;0;15;1.9;0;75;39.1;0.9;2.3;2.9;5.2;0;21.8;0;31
23/2/2023 16:00;18;18;3.4;0;265;50.3;1.2;2.5;9.4;11.9;0;20.1;0;46
23/2/2023 17:00;30.9;30;3.1;0;270;36;1.3;3.3;12.1;15.4;0;17.4;0;57
23/2/2023 18:00;37.3;31;3.4;0;271;21.9;1.7;7.9;19.2;27.1;0;16.1;0;63
23/2/2023 19:00;47.3;39;3.2;0;265;16.8;1.7;7.9;17;24.9;0;15;0;67
23/2/2023 20:00;45.5;28;2.4;0;255;11.5;1.6;8;16.3;24.3;0;14.4;0;68
23/2/2023 21:00;50.7;24;2.2;0;275;3.5;1.7;9.7;18.1;27.8;0;13.8;0;68
23/2/2023 22:00;55.8;31;1.9;0;275;3.4;1.7;9.1;16.5;25.6;0;13;0;68
23/2/2023 23:00;40.2;24;2;0;262;5.7;1.4;7.1;14.1;21.2;0;12.6;0;66
24/2/2023 00:00;34.9;21;1.4;0;0;1.7;1.3;6.3;16;22.3;0;11.9;0;72
24/2/2023 01:00;53.6;28;0.5;0;308;1.8;1.2;8.8;15.1;23.9;0;11.5;0;73
24/2/2023 02:00;55.4;28;0.9;0;219;1.2;1.7;17.5;18.1;35.6;0;11.3;0;55
24/2/2023 03:00;40.1;28;0.5;0;268;1;1.8;20.1;16.7;36.8;0;10;0;58
24/2/2023 04:00;40.8;26;0.7;0;231;1.1;1.9;29.2;16.9;46.1;0;9.5;0;61
24/2/2023 05:00;48.5;35;0.7;0;29;0.8;1.6;24.5;15.3;39.8;0;9.5;0;69
24/2/2023 06:00;48.3;35;0.4;0;170;0.9;1.4;50.5;17.7;68.6;0;8.8;0;78
24/2/2023 07:00;63;39;0.9;0;216;1.2;2.6;66;20.7;86.7;0;9.9;0;75
24/2/2023 08:00;69.2;53;0.9;0;355;3.5;3;56.7;24.2;80.9;0;13.8;0;59
24/2/2023 09:00;85.5;56;0.7;0;348;14.4;2.2;26.5;23.5;49.9;0;16.2;0;53
24/2/2023 10:00;89.6;48;0.8;0;271;30;1.5;10.1;16.3;26.4;0;18.4;0;45
24/2/2023 11:00;74.9;33;1.2;0;334;46;1.3;5.3;12.2;17.6;0;20;0;39
24/2/2023 12:00;62.9;32;1.5;0;354;63.1;1.2;3.4;11.5;14.9;0;21;0;36
24/2/2023 13:00;70.2;37;3.7;0;269;60.2;1.2;2.8;11.7;14.5;0;20.5;0;42
24/2/2023 14:00;85.6;35;3.5;0;243;54.2;1.2;2.4;10.2;12.7;0;19.2;0;48
24/2/2023 15:00;84.6;36;4.9;0;256;55.9;1.2;2.8;9.6;12.4;0;19.2;0;50
24/2/2023 16:00;77.5;33;4.3;0;246;53.8;1.2;3;8.6;11.6;0;19.9;0;48
24/2/2023 17:00;75.2;29;4.3;0;247;49.1;1.3;2.8;10.6;13.4;0;18.5;0;52
24/2/2023 18:00;68.7;33;4.1;0;256;35.6;1.5;5;14.6;19.6;0;16.6;0;58
24/2/2023 19:00;69.4;33;3.4;0;253;23.6;1.7;5.5;15.8;21.3;0;14.6;0;67
24/2/2023 20:00;60.3;29;3;0;262;20.7;1.6;4.8;15.2;19.9;0;14.1;0;72
24/2/2023 21:00;65.6;33;1.7;0;259;15;1.4;2.2;14.1;16.3;0;13.9;0;72
24/2/2023 22:00;62.7;29;1.2;0;289;16.2;1.3;2.1;12.5;14.6;0;13.7;0;66
24/2/2023 23:00;53.8;24;1.2;0;348;13.9;1.3;2;13.5;15.4;0;13.7;0;61
25/2/2023 00:00;45.3;27;0.8;0;278;18.3;1.2;1.7;10.8;12.4;0;13.4;0;57
25/2/2023 01:00;40.3;23;0.9;0;198;17.8;1.1;1.1;10.9;12;0;12.8;0;58
25/2/2023 02:00;39.6;23;1.6;0;83;30.3;0.9;0.5;3.4;3.9;0;12.4;0;64
25/2/2023 03:00;32.4;18;2.2;0;47;29.5;0.9;0.5;2.8;3.2;0;11.7;0;68
25/2/2023 04:00;36.1;19;1.8;0;55;29.4;0.9;0.4;2.7;3;0;11;0;70
25/2/2023 05:00;35.3;23;1.3;0;23;10.2;1;1.4;11.2;12.6;0;10.2;0;74
25/2/2023 06:00;35.5;26;0.9;0;75;9.3;1.1;10.5;13.3;23.5;0;9.3;0;75
25/2/2023 07:00;33.5;28;0.3;0;189;5.1;1.7;42.9;21.6;65;0;9.8;0;74
25/2/2023 08:00;47;47;0.4;0;123;12.7;1.6;12.8;15.4;28.2;0;14.9;0;54
25/2/2023 09:00;35.9;28;1.1;0;73;24.6;1.4;7.2;12.1;19.2;0;16;0;49
25/2/2023 10:00;46.3;31;1.2;0;143;40.9;1;2.8;5;7.8;0;18.9;0;39
25/2/2023 11:00;45.2;24;0.9;0;173;53.8;1.1;2.3;5.1;7.4;0;20.3;0;35
25/2/2023 12:00;33.4;26;1.3;0;6;66.5;1.1;1.9;6.2;8;0;20;0;34
25/2/2023 13:00;23.6;21;3.9;0;260;73.7;1.3;2;10.7;12.8;0;20.1;0;37
25/2/2023 14:00;37;37;5;0;256;60.6;1.2;2.5;8;10.4;0;20;0;42
25/2/2023 15:00;41.6;32;5.4;0;259;46.4;1.2;2.5;6.5;9;0;18.1;0;49
25/2/2023 16:00;49.8;24;4.9;0;251;42.4;1.2;2.7;6.3;9;0;18.1;0;51
25/2/2023 17:00;49.1;28;4.7;0;253;37.4;1.2;2.7;6.4;9.2;0;17.5;0;53
25/2/2023 18:00;49.6;26;3.1;0;244;32.1;1.3;2.1;8;10.1;0;16;0;58
25/2/2023 19:00;38.3;26;2.5;0;261;22.3;1.4;3.2;12.9;16.1;0;14.6;0;63
25/2/2023 20:00;48.9;31;0.6;0;330;18.7;1.4;1.6;12.8;14.4;0;13.5;0;64
25/2/2023 21:00;42.7;31;1.8;0;74;21;1.3;2.8;11.4;14.1;0;12.7;0;56
25/2/2023 22:00;35;23;1.4;0;84;14.8;1.3;2.8;14.1;16.8;0;11.6;0;61
25/2/2023 23:00;31.2;27;0.9;0;23;19.7;1.2;1.2;11;12.2;0;11.4;0;62
26/2/2023 00:00;40.9;23;0.7;0;287;8;1.4;2.9;15.7;18.5;0;10.7;0;68
26/2/2023 01:00;39.1;27;0.9;0;358;1.9;1.6;5.3;18;23.3;0;10.2;0;72
26/2/2023 02:00;47.8;32;1.7;0;276;1.7;1.6;9.9;17.9;27.7;0;10.2;0;72
26/2/2023 03:00;53.8;26;0.8;0;231;1.1;1.6;10.8;16.7;27.6;0;9.4;0;67
26/2/2023 04:00;42.8;31;1.1;0;18;1.6;1.3;4.2;14.7;19;0;9.3;0;76
26/2/2023 05:00;44.9;30;1.2;0;8;0.8;1.4;7.6;14.2;21.8;0;9.1;0;78
26/2/2023 06:00;49.1;27;1.1;0;268;0.8;1.6;20.7;14.9;35.8;0;9.2;0;77
26/2/2023 07:00;44.9;26;0.4;0;278;1.5;1.8;30.7;17.1;47.9;0;9.2;0;77
26/2/2023 08:00;55.1;33;0.8;0;32;9.3;1.6;13.3;12.5;25.8;0;13.7;0;61
26/2/2023 09:00;53.2;32;0.9;0;32;23.6;1.5;9.5;12.7;22.2;0;16.6;0;51
26/2/2023 10:00;55.5;38;0.6;0;325;44.1;1.3;4.5;11.2;15.7;0;18.3;0;46
26/2/2023 11:00;53.1;38;2.4;0;272;52.4;1.2;4.4;11.7;16.1;0;19.1;0;42
26/2/2023 12:00;58.6;35;1.9;0;276;72;1.1;1.5;7.2;8.7;0;20.2;0;37
26/2/2023 13:00;48.2;33;3.6;0;263;54.7;1.1;1.4;5.3;6.7;0;18.5;0;46
26/2/2023 14:00;61.2;26;4.4;0;261;51.9;1;1.2;2.9;4;0;19.9;0;44
26/2/2023 15:00;52.5;24;4.1;0;253;45.4;1;1.4;3.9;5.3;0;18.5;0;50
26/2/2023 16:00;45.7;29;4.3;0;253;41.3;1;1.5;3.1;4.6;0;18.6;0;50
26/2/2023 17:00;48.1;27;4.4;0;264;40;1;1.5;2.9;4.4;0;18.5;0;50
26/2/2023 18:00;40.6;26;4.2;0;253;31.4;1.1;2.1;5.1;7.2;0;16.6;0;58
26/2/2023 19:00;38.5;24;3.3;0;253;25.4;1.2;1.8;6.8;8.6;0;14.3;0;67
26/2/2023 20:00;36.5;24;2.5;0;263;21.5;1.3;2.1;8.8;10.9;0;13.5;0;70
26/2/2023 21:00;41.6;27;1.2;0;260;15.5;1.2;1.8;11.7;13.5;0;13.5;0;69
